,param_criterion,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,mean_test_score,mean_fit_time,rank_test_score
154,entropy,,log2,1,5,0.9998461538461537,0.0100860595703125,76
155,entropy,,log2,1,10,0.9996923076923077,0.011043739318847657,102
156,entropy,,log2,2,2,1.0,0.009493112564086914,1
157,entropy,,log2,2,5,1.0,0.015663623809814453,1
158,entropy,,log2,2,10,0.9992307692307693,0.011281681060791016,121
159,entropy,,log2,5,2,0.9981538461538462,0.00856938362121582,181
160,entropy,,log2,5,5,0.9989230769230769,0.009520864486694336,143
161,entropy,,log2,5,10,0.9992307692307693,0.010554313659667969,121
162,entropy,5,,1,2,0.9804588144726714,0.016352272033691405,227
163,entropy,5,,1,5,0.9804588144726714,0.03190789222717285,227
164,entropy,5,,1,10,0.9804588144726714,0.0250913143157959,227
165,entropy,5,,2,2,0.9804588144726714,0.015481042861938476,227
166,entropy,5,,2,5,0.9804588144726714,0.01671462059020996,227
167,entropy,5,,2,10,0.9804588144726714,0.017710113525390626,227
168,entropy,5,,5,2,0.9804588144726714,0.01760721206665039,227
169,entropy,5,,5,5,0.9804588144726714,0.018398284912109375,227
170,entropy,5,,5,10,0.9804588144726714,0.029292821884155273,227
171,entropy,5,sqrt,1,2,0.9526125421922188,0.010373210906982422,268
172,entropy,5,sqrt,1,5,0.9636894652691419,0.00894775390625,257
173,entropy,5,sqrt,1,10,0.9582972700894178,0.015869140625,265
174,entropy,5,sqrt,2,2,0.9713824835672412,0.020604419708251952,246
175,entropy,5,sqrt,2,5,0.9687673358204536,0.008309173583984374,251
176,entropy,5,sqrt,2,10,0.9709184579854325,0.011312007904052734,247
177,entropy,5,sqrt,5,2,0.961379167406881,0.010796451568603515,262
178,entropy,5,sqrt,5,5,0.9626035411855274,0.011198806762695312,260
179,entropy,5,sqrt,5,10,0.9576785693136733,0.01050572395324707,266
180,entropy,5,log2,1,2,0.9679888671759341,0.007575130462646485,252
181,entropy,5,log2,1,5,0.9703061526618109,0.011050605773925781,249
182,entropy,5,log2,1,10,0.9496840172914075,0.014076566696166993,270
183,entropy,5,log2,2,2,0.9650733700479659,0.008333063125610352,255
184,entropy,5,log2,2,5,0.9663047314502281,0.010687637329101562,254
185,entropy,5,log2,2,10,0.9776873334517676,0.009096050262451172,239
186,entropy,5,log2,5,2,0.9741510037306804,0.009064722061157226,244
187,entropy,5,log2,5,5,0.949996091668147,0.009103488922119141,269
188,entropy,5,log2,5,10,0.9573746669035351,0.022114658355712892,267
189,entropy,10,,1,2,1.0,0.016888236999511717,1
190,entropy,10,,1,5,1.0,0.033395814895629886,1
191,entropy,10,,1,10,1.0,0.038026952743530275,1
192,entropy,10,,2,2,1.0,0.02788119316101074,1
193,entropy,10,,2,5,1.0,0.03219513893127442,1
194,entropy,10,,2,10,1.0,0.025881290435791016,1
195,entropy,10,,5,2,0.9990765677740274,0.017359018325805664,129
196,entropy,10,,5,5,0.9990765677740274,0.01752815246582031,129
197,entropy,10,,5,10,0.9990765677740274,0.016327571868896485,129
198,entropy,10,sqrt,1,2,1.0,0.009159469604492187,1
199,entropy,10,sqrt,1,5,0.9986153846153847,0.009151458740234375,165
200,entropy,10,sqrt,1,10,0.9981538461538462,0.01813397407531738,181
201,entropy,10,sqrt,2,2,0.9987684017291407,0.016336679458618164,164
202,entropy,10,sqrt,2,5,0.9987687570320365,0.009355497360229493,163
203,entropy,10,sqrt,2,10,0.9987692307692309,0.009493398666381835,160
204,entropy,10,sqrt,5,2,0.9950763309054302,0.014858627319335937,212
205,entropy,10,sqrt,5,5,0.9990765677740274,0.012678098678588868,129
206,entropy,10,sqrt,5,10,0.9973837863445254,0.012036991119384766,193
207,entropy,10,log2,1,2,0.997230532362172,0.01950364112854004,196
208,entropy,10,log2,1,5,0.9983071001361994,0.011064481735229493,179
209,entropy,10,log2,1,10,0.9970755018653401,0.024831008911132813,202
210,entropy,10,log2,2,2,0.9983068632676023,0.021692371368408202,180
211,entropy,10,log2,2,5,0.9967675726890507,0.015624570846557616,206
212,entropy,10,log2,2,10,0.9970757387339374,0.01258101463317871,200
213,entropy,10,log2,5,2,0.9949227216201812,0.011005878448486328,213
214,entropy,10,log2,5,5,0.9941523065079647,0.015168380737304688,215
215,entropy,10,log2,5,10,0.9979996446971043,0.022711658477783205,188
216,entropy,15,,1,2,1.0,0.04064197540283203,1
217,entropy,15,,1,5,1.0,0.03500895500183106,1
218,entropy,15,,1,10,1.0,0.019121789932250978,1
219,entropy,15,,2,2,1.0,0.019266700744628905,1
220,entropy,15,,2,5,1.0,0.01748371124267578,1
221,entropy,15,,2,10,1.0,0.03171982765197754,1
222,entropy,15,,5,2,0.9990765677740274,0.023726558685302733,129
223,entropy,15,,5,5,0.9990765677740274,0.01962904930114746,129
224,entropy,15,,5,10,0.9990765677740274,0.031668806076049806,129
225,entropy,15,sqrt,1,2,1.0,0.008186864852905273,1
226,entropy,15,sqrt,1,5,1.0,0.009197378158569336,1
227,entropy,15,sqrt,1,10,0.9998461538461537,0.012485885620117187,76
228,entropy,15,sqrt,2,2,1.0,0.018502140045166017,1
229,entropy,15,sqrt,2,5,0.9998461538461537,0.008356761932373048,76
230,entropy,15,sqrt,2,10,0.9993846153846153,0.01826190948486328,117
231,entropy,15,sqrt,5,2,0.9972304139278736,0.013619136810302735,197
232,entropy,15,sqrt,5,5,0.9986152661810861,0.008819675445556641,167
233,entropy,15,sqrt,5,10,0.9987688754663351,0.008368682861328126,162
234,entropy,15,log2,1,2,0.9998460354118552,0.009041452407836914,96
235,entropy,15,log2,1,5,1.0,0.009331274032592773,1
236,entropy,15,log2,1,10,1.0,0.012040042877197265,1
237,entropy,15,log2,2,2,1.0,0.008335351943969727,1
238,entropy,15,log2,2,5,0.9998460354118552,0.011736679077148437,96
239,entropy,15,log2,2,10,0.9996923076923077,0.022737789154052734,102
240,entropy,15,log2,5,2,0.9961534908509504,0.010934066772460938,207
241,entropy,15,log2,5,5,0.9969224847515841,0.010155057907104493,203
242,entropy,15,log2,5,10,0.9970759756025345,0.02001338005065918,199
243,entropy,20,,1,2,1.0,0.020211553573608397,1
244,entropy,20,,1,5,1.0,0.019663524627685548,1
245,entropy,20,,1,10,1.0,0.025018024444580077,1
246,entropy,20,,2,2,1.0,0.022533178329467773,1
247,entropy,20,,2,5,1.0,0.03278164863586426,1
248,entropy,20,,2,10,1.0,0.017333078384399413,1
249,entropy,20,,5,2,0.9990765677740274,0.016463756561279297,129
250,entropy,20,,5,5,0.9990765677740274,0.017685985565185545,129
251,entropy,20,,5,10,0.9990765677740274,0.01770892143249512,129
252,entropy,20,sqrt,1,2,0.9995384615384616,0.009975481033325195,108
253,entropy,20,sqrt,1,5,0.9998460354118552,0.01752309799194336,96
254,entropy,20,sqrt,1,10,1.0,0.011393451690673828,1
255,entropy,20,sqrt,2,2,1.0,0.02179417610168457,1
256,entropy,20,sqrt,2,5,0.9998461538461537,0.009817743301391601,76
257,entropy,20,sqrt,2,10,0.9998461538461537,0.012828350067138672,76
258,entropy,20,sqrt,5,2,1.0,0.013711786270141602,1
259,entropy,20,sqrt,5,5,0.9983073370047965,0.012431812286376954,178
260,entropy,20,sqrt,5,10,0.9983074554390952,0.011995458602905273,177
261,entropy,20,log2,1,2,1.0,0.015777778625488282,1
262,entropy,20,log2,1,5,1.0,0.012829208374023437,1
263,entropy,20,log2,1,10,0.9990768046426245,0.012359857559204102,127
264,entropy,20,log2,2,2,1.0,0.013449716567993163,1
265,entropy,20,log2,2,5,1.0,0.01217479705810547,1
266,entropy,20,log2,2,10,0.9996923076923077,0.013246679306030273,102
267,entropy,20,log2,5,2,0.9986150293124888,0.01124873161315918,170
268,entropy,20,log2,5,5,0.997691952389412,0.009217405319213867,191
269,entropy,20,log2,5,10,0.9981533724166519,0.010194349288940429,184
