,param_C,param_max_iter,param_penalty,param_solver,mean_test_score,mean_fit_time,rank_test_score
324,100.0,100,l2,liblinear,0.9604553798780128,0.5001076698303223,66
325,100.0,100,l2,saga,0.9541450820157518,1.0810770511627197,146
326,100.0,100,l2,lbfgs,0.959685556937289,0.26299633979797366,76
327,100.0,100,l2,newton-cg,0.9609169183395512,0.29520721435546876,26
328,100.0,100,elasticnet,liblinear,,0.004733848571777344,226
329,100.0,100,elasticnet,saga,,0.005749225616455078,226
330,100.0,100,elasticnet,lbfgs,,0.0056933403015136715,226
331,100.0,100,elasticnet,newton-cg,,0.008513259887695312,226
332,100.0,100,,liblinear,,0.005708646774291992,226
333,100.0,100,,saga,0.9541450820157518,1.315321159362793,146
334,100.0,100,,lbfgs,0.9616857938058863,0.32240753173828124,1
335,100.0,100,,newton-cg,0.9606091075975602,0.27640910148620607,38
336,100.0,200,l1,liblinear,0.9609167999052526,3.0766905784606933,31
337,100.0,200,l1,saga,0.9573769171552081,3.2325979709625243,126
338,100.0,200,l1,lbfgs,,0.007805395126342774,226
339,100.0,200,l1,newton-cg,,0.005241012573242188,226
340,100.0,200,l2,liblinear,0.9604553798780128,0.30910048484802244,66
341,100.0,200,l2,saga,0.9573769171552081,2.255666446685791,126
342,100.0,200,l2,lbfgs,0.9607627168828093,1.0524157524108886,37
343,100.0,200,l2,newton-cg,0.9609169183395512,0.31273717880249025,26
344,100.0,200,elasticnet,liblinear,,0.005512666702270508,226
345,100.0,200,elasticnet,saga,,0.0071697235107421875,226
346,100.0,200,elasticnet,lbfgs,,0.014296913146972656,226
347,100.0,200,elasticnet,newton-cg,,0.02445330619812012,226
348,100.0,200,,liblinear,,0.005425548553466797,226
349,100.0,200,,saga,0.9573769171552081,2.1397823810577394,126
350,100.0,200,,lbfgs,0.9615321845206373,0.5179896354675293,6
351,100.0,200,,newton-cg,0.9606091075975602,0.3838186264038086,38
352,100.0,300,l1,liblinear,0.9609167999052526,2.4112713813781737,31
353,100.0,300,l1,saga,0.9576849647657962,3.399511766433716,116
354,100.0,300,l1,lbfgs,,0.013251686096191406,226
355,100.0,300,l1,newton-cg,,0.009456586837768555,226
356,100.0,300,l2,liblinear,0.9604553798780128,0.3156591892242432,66
357,100.0,300,l2,saga,0.9573772724581039,2.5386801242828367,123
358,100.0,300,l2,lbfgs,0.9604552614437141,0.5506173133850097,71
359,100.0,300,l2,newton-cg,0.9609169183395512,0.33336672782897947,26
360,100.0,300,elasticnet,liblinear,,0.021292591094970705,226
361,100.0,300,elasticnet,saga,,0.015348291397094727,226
362,100.0,300,elasticnet,lbfgs,,0.004964399337768555,226
363,100.0,300,elasticnet,newton-cg,,0.004773330688476562,226
364,100.0,300,,liblinear,,0.013380718231201173,226
365,100.0,300,,saga,0.9576849647657962,2.2530416011810304,116
